SEX,AGE
2,47
1,46
1,30
2,50
2,36
1,35
2,29
1,31
2,32
2,27
2,40
1,53
2,34
1,23
1,55
1,35
1,41
2,29
2,26
2,38
1,39
1,36
1,39
1,37
2,36
2,22
1,38
1,45
1,30
1,42
2,39
2,40
2,22
2,51
2,50
1,31
2,38
2,48
2,22
2,28
2,31
2,29
2,47
2,42
2,36
1,26
1,25
2,46
1,45
2,24
2,38
2,43
2,27
2,34
2,45
2,33
2,51
1,30
2,31
2,45
2,34
2,26
2,49
2,40
2,51
2,30
2,37
2,28
1,46
1,35
2,40
1,44
1,26
1,31
1,38
2,38
1,39
1,44
2,35
2,28
2,29
2,24
1,43
1,31
2,28
1,42
2,27
2,24
2,34
1,33
1,24
1,41
1,40
1,50
2,36
2,39
1,54
1,33
2,32
1,38
2,46
2,29
2,33
2,45
1,28
2,25
1,61
1,50
1,45
1,27
2,53
2,29
2,39
2,21
1,52
2,38
2,49
1,29
2,23
1,29
1,28
2,26
2,40
2,23
2,23
2,39
2,28
1,37
2,37
1,49
2,27
2,32
1,29
2,28
1,57
2,26
2,33
1,28
2,34
2,26
1,39
1,53
2,33
1,60
2,54
1,43
1,26
1,38
1,35
2,50
2,27
1,28
2,45
2,25
2,28
1,41
2,22
2,27
1,23
1,27
1,41
2,43
1,36
1,35
1,31
2,34
2,32
1,27
2,50
2,36
2,38
1,25
2,24
1,23
2,31
1,26
1,38
2,28
1,23
1,40
1,29
1,35
1,40
1,33
1,52
2,52
2,44
2,25
2,41
1,23
1,54
1,52
1,29
1,37
1,28
2,29
1,51
2,41
1,35
1,27
1,25
2,38
2,27
1,41
2,42
1,30
2,32
2,36
1,50
2,25
2,26
2,30
2,34
2,27
2,24
2,26
1,46
2,22
1,28
2,37
1,43
2,39
2,40
2,38
2,50
1,41
2,38
2,38
2,30
2,26
2,42
1,34
2,54
1,42
2,44
1,29
1,24
1,29
2,40
2,30
2,47
1,28
1,32
1,24
1,27
2,35
1,32
1,41
1,26
2,26
1,45
2,32
2,28
1,27
1,50
2,36
1,26
2,33
2,37
1,39
2,40
2,26
1,45
1,46
1,22
2,34
2,42
2,25
1,27
2,51
1,44
1,57
2,47
1,28
2,42
2,34
2,37
1,49
1,32
1,38
2,40
1,36
2,49
1,42
2,50
2,42
1,38
2,47
2,33
2,27
1,38
2,27
2,24
2,32
1,47
1,36
1,47
2,29
2,45
2,37
1,26
1,23
2,23
2,47
1,24
2,25
2,27
1,25
2,37
1,32
2,36
1,58
1,31
1,27
1,41
1,42
1,34
2,49
2,40
2,22
2,36
2,50
2,56
2,23
1,60
1,48
2,44
2,27
2,24
1,37
2,22
2,29
1,62
1,34
1,26
2,23
2,34
1,26
2,64
1,25
2,46
2,42
1,24
2,27
1,40
1,41
1,33
2,34
2,26
1,36
2,28
2,48
2,25
2,27
2,42
1,28
2,45
1,47
2,26
1,43
2,22
1,38
1,46
2,28
1,43
1,40
1,34
2,34
2,27
2,24
2,36
1,36
1,33
1,46
2,33
2,26
1,56
1,51
2,54
1,42
2,28
2,39
2,27
2,24
1,42
2,27
1,47
2,31
1,26
1,35
1,31
2,28
1,25
2,22
2,25
2,43
2,31
2,31
1,22
1,21
2,34
2,33
1,41
1,42
2,29
2,27
2,40
2,54
1,36
1,50
1,39
1,52
1,26
1,43
2,29
2,26
2,55
2,23
2,23
2,39
1,24
2,50
2,31
1,26
2,22
2,41
1,48
2,30
2,40
2,45
1,26
1,26
1,37
2,24
1,27
2,33
1,33
2,28
1,25
1,28
2,37
2,27
1,41
2,26
1,32
2,28
2,50
2,25
2,31
2,31
2,33
1,41
2,34
1,28
1,28
2,24
1,39
1,26
1,28
1,28
1,29
1,52
1,31
2,28
2,40
2,26
1,27
1,28
2,32
2,35
2,26
1,30
2,32
1,35
2,36
1,38
1,47
1,37
1,37
2,35
1,48
2,28
1,33
2,25
2,39
2,35
2,42
1,26
2,23
1,47
1,29
1,33
1,33
1,34
2,43
2,27
1,45
2,26
1,35
1,41
1,28
2,39
2,33
2,30
1,40
2,42
1,56
1,40
2,25
2,24
2,29
2,27
2,38
2,23
2,27
2,49
1,35
1,27
2,26
2,27
1,52
1,30
1,30
2,43
2,32
2,32
1,43
1,32
1,42
1,38
2,44
1,33
2,25
2,31
2,31
1,43
1,45
1,38
2,25
1,38
1,44
1,26
2,43
1,24
1,31
1,36
2,35
1,29
1,35
2,28
2,62
2,31
1,38
1,39
1,46
1,23
2,35
2,52
1,35
2,31
1,40
2,27
1,43
1,30
1,36
2,36
1,29
1,39
2,27
2,41
1,31
1,38
2,39
1,24
1,30
2,50
1,50
2,29
2,34
2,61
2,41
2,53
1,34
1,33
1,37
1,43
2,25
1,40
2,22
2,34
2,48
2,47
1,30
2,43
1,25
2,32
2,27
1,40
1,50
1,34
2,28
1,28
2,24
2,44
2,33
1,28
1,28
1,29
2,35
2,34
2,38
2,29
2,23
1,31
2,42
1,25
2,35
2,30
1,46
1,22
1,26
1,28
1,23
2,39
1,29
2,37
1,32
2,52
2,34
2,28
2,31
2,27
2,34
2,23
2,47
2,46
2,45
1,27
1,38
2,39
1,23
2,53
1,35
1,25
1,28
1,34
1,43
2,52
1,41
2,46
2,32
2,23
2,52
1,37
2,36
2,32
2,25
1,29
2,22
1,33
1,31
2,42
1,25
1,39
1,37
1,42
2,24
1,49
1,51
1,32
1,25
2,26
2,33
2,39
2,23
1,47
2,43
1,57
1,59
2,50
2,47
2,28
2,27
2,27
2,27
2,35
1,45
2,53
2,39
2,38
2,28
2,31
1,25
2,29
2,30
2,29
2,38
1,57
1,31
2,26
1,37
1,28
1,34
2,34
2,30
2,59
2,39
2,28
1,33
2,28
2,43
1,37
2,46
2,46
1,32
1,30
1,34
1,30
1,37
2,39
2,33
2,22
2,42
2,35
2,33
2,39
2,37
1,32
2,51
1,33
1,29
2,37
2,30
1,49
2,55
2,43
2,35
2,46
1,30
1,40
2,22
2,29
2,43
2,25
1,40
2,44
2,41
1,36
2,45
2,36
1,58
1,31
1,25
2,29
2,26
1,44
1,46
2,26
1,38
2,29
1,30
2,41
2,26
1,44
2,29
2,64
1,28
2,24
1,62
1,28
2,42
1,28
2,43
2,36
2,25
2,33
2,29
1,29
1,30
2,35
2,40
1,37
1,44
1,32
2,28
1,35
1,43
2,25
2,24
2,25
1,41
2,26
2,30
2,36
1,28
1,29
1,25
1,31
2,22
1,41
1,44
2,51
2,45
1,25
2,28
1,31
2,43
2,35
1,41
2,41
1,36
2,35
2,29
2,44
1,49
1,24
2,62
1,29
1,35
1,45
2,44
2,36
2,49
2,29
2,29
2,45
2,33
1,28
1,26
1,36
1,34
2,25
2,35
2,45
1,26
2,34
2,23
2,42
2,35
2,27
2,48
2,26
2,41
1,50
1,37
2,38
2,46
1,40
2,37
2,41
1,34
2,35
2,28
2,29
2,31
2,46
1,37
2,48
1,27
2,26
1,39
2,40
2,38
1,39
1,43
2,46
2,35
2,30
2,40
2,34
2,34
2,24
2,41
2,27
2,39
1,32
1,60
2,29
2,53
1,34
1,44
2,30
1,40
1,23
2,30
2,28
1,32
2,27
2,53
1,28
1,32
1,34
1,50
2,26
1,25
1,45
2,37
2,38
2,37
1,30
2,39
2,29
2,36
2,32
2,30
2,31
1,27
2,29
2,40
2,49
2,37
2,42
2,24
2,32
2,40
2,46
1,24
2,31
1,35
1,31
2,27
1,42
2,42
2,29
1,26
1,37
2,56
2,34
1,28
1,53
2,30
2,34
1,25
2,43
2,38
2,33
2,24
1,25
2,33
1,29
1,47
1,30
1,26
2,31
1,36
1,41
2,41
2,22
2,35
2,36
1,55
2,39
2,26
1,53
1,43
2,24
2,31
2,22
1,30
2,33
1,51
1,49
1,33
2,42
1,40
2,44
2,23
2,24
1,48
1,28
2,32
1,42
2,29
2,25
1,25
1,34
2,34
1,22
2,43
2,31
2,24
1,30
2,28
1,55
1,31
1,28
2,58
1,29
2,31
1,55
1,23
2,31
2,36
1,30
1,41
1,46
2,25
2,41
2,42
2,40
1,27
2,32
1,51
1,37
2,26
1,24
2,29
1,24
1,27
1,28
2,22
2,24
2,28
2,27
2,32
2,34
2,35
1,36
1,43
1,42
1,33
1,34
1,35
1,40
1,39
1,47
1,42
1,44
1,41
1,36
1,45
1,38
1,38
1,39
1,45
1,32
1,31
1,42
1,48
1,43
1,46
1,38
1,46
1,36
1,39
1,38
1,35
1,35
1,33
1,38
1,33
1,39
1,39
1,40
1,35
1,40
1,47
1,44
1,42
1,38
1,37
1,45
1,34
1,34
1,35
1,39
1,40
1,37
1,33
1,34
1,38
1,34
1,35
1,39
1,46
1,33
1,39
1,34
1,35
1,35
1,35
1,35
1,47
1,46
1,33
1,34
1,47
1,45
1,32
1,44
1,38
1,33
1,32
1,32
1,41
1,41
1,35
1,42
1,37
1,36
1,34
1,32
1,35
1,41
1,35
1,38
1,38
1,36
1,32
1,33
1,45
1,35
1,40
1,35
1,39
1,36
1,45
1,45
1,47
1,44
1,50
1,50
1,51
1,51
1,56
1,51
1,51
1,48
1,55
1,56
1,61
1,53
1,52
1,53
1,50
1,65
1,50
1,48
1,52
1,52
1,50
1,52
1,50
1,54
1,51
1,53
1,58
1,66
1,55
1,63
1,55
1,57
2,26
2,42
2,28
2,23
2,23
2,24
1,53
2,29
2,26
2,23
2,22
2,23
2,21
2,22
2,23
2,26
2,22
2,22
2,22
2,25
2,26
2,22
2,30
2,31
2,22
2,23
2,23
2,23
2,23
2,23
2,23
2,23
2,23
2,23
2,24
2,23
2,25
2,28
2,23
2,25
2,25
2,25
2,25
2,25
2,24
2,24
2,34
2,24
2,24
2,28
2,22
2,24
2,25
2,26
2,26
2,26
2,26
2,26
2,30
2,23
2,26
2,26
2,26
2,29
2,29
2,27
2,27
2,27
2,28
2,28
2,27
2,27
2,28
2,28
2,44
2,39
2,41
2,38
2,31
2,32
2,33
2,35
2,28
2,40
2,44
2,28
2,29
2,29
2,36
2,42
2,34
2,38
2,43
2,41
2,26
2,30
2,34
2,34
2,42
2,36
2,38
2,34
2,37
2,27
2,28
2,29
2,35
2,35
2,45
2,28
2,31
2,37
2,26
2,33
2,38
2,27
2,29
2,35
2,29
2,38
2,29
2,41
2,32
2,39
2,37
2,34
2,33
2,30
2,42
2,43
2,44
2,27
2,29
2,30
2,31
2,32
2,47
2,46
2,30
2,31
2,28
2,34
2,41
2,39
2,26
2,28
2,28
2,48
2,37
2,37
2,45
2,47
2,43
2,41
2,44
2,42
2,31
2,43
2,40
2,46
2,29
2,41
2,38
2,33
2,34
2,42
2,43
2,39
2,31
2,37
2,46
2,39
2,37
2,35
2,45
2,31
2,48
2,37
2,38
2,44
2,39
2,42
2,37
2,35
2,43
2,38
2,37
2,33
2,39
2,45
2,30
2,37
2,39
2,40
2,34
2,40
2,36
2,36
2,43
2,30
2,30
2,31
2,32
2,38
2,40
2,40
2,37
2,48
2,37
2,44
2,46
2,46
2,33
2,35
2,33
2,33
2,35
2,31
2,39
2,36
2,29
2,42
2,48
2,40
2,29
2,38
2,44
2,45
2,29
2,30
2,30
2,32
2,32
2,33
2,39
2,41
2,41
2,43
2,30
2,30
2,38
2,45
2,48
2,34
2,44
2,45
2,35
2,33
2,49
2,42
2,53
2,58
2,53
2,53
2,51
2,55
2,49
2,50
2,49
2,49
2,54
2,53
2,51
2,49
2,53
2,50
2,48
2,48
2,53
2,69
2,45
2,51
2,63
2,52
2,53
2,56
2,51
2,57
2,59
2,53
2,54
1,24
1,27
2,53
1,38
1,30
1,23
1,24
1,24
1,28
1,24
1,29
1,25
1,23
1,23
1,26
1,26
1,26
1,27
1,27
1,24
1,28
1,30
1,25
1,22
1,26
1,27
1,25
1,26
1,28
1,27
1,27
1,23
1,24
1,29
1,31
1,28
1,28
1,29
1,41
1,36
1,35
1,38
1,30
1,30
1,38
1,37
1,40
1,30
1,33
1,37
1,39
1,45
1,46
1,48
1,30
1,30
1,32
1,33
1,37
1,39
1,45
1,36
1,29
1,43
1,29
1,42
1,28
1,31
1,41
1,41
1,35
1,35
1,30
1,48
1,34
1,31
1,33
1,28
1,34
1,41
1,47
1,27
1,29
1,33
1,35
1,44
1,43
1,38
1,36
1,37
1,32
1,34
1,37
1,34
1,41
1,31
1,42
1,32
1,35
1,39
1,48
1,36
1,40
1,47
1,39
1,32
1,33
1,30
1,38
1,39
1,34
1,35
1,41
1,39
1,38
1,31
1,34
1,46
1,30
1,40
1,30
1,32
1,37
1,47
1,30
1,36
1,33
1,36
1,40
1,46
1,42
1,39
1,37
1,42
1,31
1,38
1,37
1,34
1,43
1,38
1,42
1,33
1,43
1,40
1,39
1,40
1,39
1,40
1,50
1,55
1,63
1,51
1,55
1,49
1,48
1,50
1,51
1,52
1,58
1,56
1,52
1,49
1,50
1,57
1,52
1,50
1,52
1,51
1,53
1,53
1,53
1,60
1,61
1,56
2,22
2,23
1,56
1,59
2,23
2,24
2,24
2,25
2,27
2,28
2,27
2,27
2,27
2,22
2,25
2,30
2,30
2,30
2,28
2,25
2,26
2,26
2,28
2,40
2,31
2,29
2,30
2,30
2,30
2,33
2,33
2,37
2,34
2,35
2,36
2,25
2,27
2,38
2,38
2,23
2,26
2,29
2,32
2,40
2,36
2,38
2,34
2,39
2,42
2,49
2,34
2,35
2,36
2,36
2,39
2,41
2,42
2,40
2,37
2,46
2,37
2,37
2,37
2,37
2,41
2,43
2,55
2,45
2,42
1,27
1,22
1,27
1,29
1,30
1,31
1,31
1,32
1,31
1,24
1,25
1,26
1,26
1,27
1,32
1,25
1,28
1,28
1,29
1,29
1,29
1,29
1,30
1,22
1,24
1,26
1,26
1,29
1,31
1,33
1,33
1,33
1,34
1,31
1,32
1,33
1,27
1,29
1,53
1,35
1,36
1,39
1,37
1,41
1,45
1,35
1,37
1,41
1,47
1,39
1,44
1,34
1,35
1,35
1,35
1,45
1,44
1,40
1,38
2,21
2,22
2,22
2,21
2,22
1,51
1,42
2,30
2,23
2,38
2,30
2,27
2,27
2,27
2,27
2,27
2,27
2,26
2,26
2,22
2,23
2,23
2,22
2,23
2,24
2,23
2,23
2,22
2,22
2,25
2,23
2,22
2,22
2,22
2,22
2,22
2,23
2,23
2,23
2,24
2,22
2,22
2,23
2,23
2,24
2,24
2,24
2,24
2,24
2,24
2,24
2,24
2,25
2,24
2,44
2,27
2,24
2,23
2,23
2,23
2,24
2,24
2,26
2,26
2,25
2,25
2,26
2,23
2,23
2,24
2,25
2,25
2,23
2,27
2,23
2,23
2,24
2,24
2,24
2,24
2,23
2,27
2,25
2,28
2,28
2,27
2,28
2,28
2,27
2,27
2,26
2,27
2,27
2,26
2,27
2,27
2,27
2,26
2,27
2,27
2,26
2,27
2,26
2,26
2,27
2,27
2,27
2,27
2,28
2,27
2,27
2,27
2,27
2,29
2,27
2,27
2,28
2,28
2,27
2,25
2,25
2,26
2,28
2,28
2,28
2,28
2,28
2,27
2,27
2,27
2,25
2,27
2,26
2,29
2,29
2,29
2,29
2,29
2,29
2,29
2,28
2,29
2,30
2,28
2,28
2,28
2,28
2,28
2,29
2,35
2,22
2,23
2,28
2,28
2,29
2,27
2,25
2,23
2,24
2,25
2,31
2,29
2,27
2,35
2,27
2,22
2,24
2,24
2,29
2,29
2,29
2,25
2,27
2,25
2,24
2,24
2,26
2,30
2,29
2,30
2,30
2,30
2,32
2,32
2,28
2,29
2,29
2,29
2,29
2,30
2,30
2,30
2,31
2,31
2,27
2,28
2,28
2,29
2,37
2,31
2,31
2,32
2,32
2,32
2,32
2,29
2,25
2,26
2,29
2,25
2,25
2,42
2,26
2,27
2,32
2,32
2,32
2,29
2,33
2,36
2,28
2,31
2,30
2,30
2,28
2,31
2,31
2,30
2,31
2,38
2,30
2,30
2,29
2,27
2,34
2,30
2,31
2,36
2,35
2,39
2,38
2,38
2,35
2,41
2,49
2,38
2,44
2,48
2,41
2,35
2,35
2,48
2,38
2,41
2,40
2,37
2,49
2,46
2,31
2,48
2,44
2,35
2,31
2,23
2,28
2,30
2,32
2,44
2,39
2,36
2,33
2,37
2,24
2,25
2,47
2,44
2,29
2,34
2,37
2,29
2,34
2,34
2,22
2,22
2,30
2,32
2,37
2,36
2,26
2,29
2,45
2,47
2,28
2,28
2,31
2,34
2,35
2,35
2,36
2,32
2,35
2,37
2,41
2,43
2,39
2,30
2,32
2,35
2,43
2,41
2,37
2,26
2,26
2,28
2,31
2,34
2,45
2,46
2,46
2,26
2,26
2,40
2,26
2,34
2,37
2,45
2,39
2,48
2,46
2,36
2,46
2,35
2,29
2,29
2,32
2,47
2,39
2,45
2,43
2,39
2,46
2,39
2,31
2,31
2,33
2,33
2,35
2,40
2,47
2,38
2,38
2,42
2,46
2,30
2,31
2,31
2,31
2,28
2,28
2,43
2,28
2,30
2,32
2,33
2,37
2,35
2,40
2,37
2,35
2,42
2,36
2,45
2,42
2,46
2,29
2,30
2,32
2,33
2,37
2,48
2,46
2,42
2,42
2,31
2,31
2,33
2,37
2,45
2,36
2,45
2,43
2,36
2,33
2,41
2,36
2,39
2,30
2,33
2,41
2,40
2,34
2,37
2,36
2,32
2,41
2,45
2,42
2,40
2,41
2,28
2,39
2,37
2,36
2,33
2,33
2,35
2,39
2,41
2,39
2,36
2,45
2,32
2,34
2,41
2,30
2,48
2,38
2,43
2,29
2,38
2,43
2,25
2,46
2,30
2,39
2,40
2,32
2,29
2,32
2,47
2,40
2,33
2,34
2,34
2,41
2,47
2,40
2,38
2,28
2,29
2,36
2,47
2,29
2,30
2,31
2,31
2,37
2,31
2,30
2,32
2,23
2,31
2,37
2,42
2,37
2,36
2,42
2,45
2,40
2,36
2,35
2,32
2,34
2,38
2,34
2,34
2,43
2,48
2,37
2,49
2,41
2,38
2,45
2,35
2,46
2,46
2,34
2,38
2,33
2,32
2,34
2,31
2,38
2,45
2,44
2,38
2,47
2,43
2,31
2,33
2,34
2,34
2,43
2,37
2,41
2,33
2,34
2,46
2,34
2,40
2,41
2,43
2,45
2,35
2,37
2,38
2,35
2,35
2,56
2,43
2,40
2,38
2,38
2,45
2,37
2,24
2,25
2,45
2,38
2,29
2,27
2,28
2,30
2,33
2,40
2,49
2,32
2,33
2,34
2,40
2,49
2,46
2,35
2,42
2,47
2,38
2,28
2,42
2,31
2,31
2,31
2,31
2,32
2,32
2,33
2,32
2,32
2,36
2,34
2,34
2,34
2,34
2,35
2,35
2,41
2,43
2,34
2,38
2,38
2,44
2,39
2,41
2,36
2,42
2,45
2,32
2,32
2,36
2,33
2,33
2,33
2,33
2,33
2,33
2,34
2,36
2,40
2,38
2,45
2,37
2,45
2,36
2,36
2,36
2,44
2,40
2,44
2,42
2,47
2,44
2,42
2,40
2,49
2,37
2,43
2,45
2,43
2,35
2,36
2,36
2,37
2,35
2,39
2,41
2,43
2,38
2,49
2,45
2,35
2,43
2,39
2,45
2,33
2,34
2,37
2,31
2,38
2,39
2,37
2,40
2,48
2,44
2,34
2,45
2,32
2,33
2,32
2,33
2,36
2,34
2,35
2,45
2,38
2,31
2,31
2,39
2,37
2,49
2,49
2,42
2,35
2,48
2,41
2,42
2,46
2,33
2,40
2,36
2,46
2,42
2,42
2,29
2,38
2,46
2,29
2,33
2,34
2,40
2,43
2,46
2,36
2,39
2,42
2,34
2,39
2,44
2,36
2,39
2,44
2,31
2,32
2,37
2,33
2,34
2,31
2,36
2,38
2,42
2,38
2,41
2,36
2,44
2,43
2,46
2,45
2,32
2,32
2,35
2,54
2,50
2,51
2,50
2,50
2,47
2,50
2,50
2,52
2,50
2,55
2,53
2,51
2,52
2,53
2,49
2,51
2,53
2,50
2,50
2,51
2,53
2,50
2,54
2,55
2,53
2,60
2,47
2,56
2,55
2,55
2,56
2,52
2,62
2,51
2,54
2,57
2,51
2,50
2,51
2,53
2,59
2,54
2,47
2,50
2,50
2,53
2,58
2,47
2,50
2,50
2,51
2,56
2,69
2,54
2,52
2,56
2,53
2,59
2,56
2,53
2,56
2,55
2,54
1,21
1,33
1,22
1,23
1,22
1,23
1,23
2,54
1,25
1,32
1,26
1,26
1,23
1,24
1,23
1,24
1,25
1,25
1,22
1,23
1,24
1,24
1,24
1,24
1,24
1,24
1,25
1,24
1,24
1,27
1,24
1,26
1,26
1,26
1,25
1,23
1,24
1,28
1,26
1,25
1,27
1,27
1,27
1,27
1,26
1,26
1,26
1,26
1,26
1,26
1,28
1,28
1,27
1,27
1,27
1,27
1,28
1,27
1,26
1,30
1,29
1,30
1,29
1,28
1,29
1,25
1,29
1,30
1,30
1,27
1,27
1,27
1,29
1,28
1,28
1,29
1,27
1,28
1,29
1,29
1,29
1,28
1,29
1,23
1,25
1,28
1,30
1,24
1,24
1,28
1,29
1,29
1,29
1,29
1,29
1,26
1,27
1,26
1,27
1,29
1,29
1,29
1,25
1,25
1,31
1,29
1,28
1,28
1,30
1,30
1,29
1,30
1,29
1,29
1,29
1,29
1,29
1,31
1,31
1,32
1,29
1,29
1,29
1,30
1,31
1,27
1,31
1,29
1,39
1,34
1,45
1,41
1,35
1,39
1,41
1,30
1,31
1,32
1,32
1,32
1,34
1,34
1,45
1,25
1,35
1,30
1,25
1,34
1,30
1,29
1,30
1,41
1,48
1,31
1,32
1,33
1,35
1,40
1,32
1,32
1,40
1,44
1,46
1,47
1,42
1,32
1,34
1,30
1,29
1,34
1,38
1,34
1,39
1,34
1,46
1,28
1,39
1,47
1,45
1,39
1,32
1,44
1,26
1,27
1,35
1,34
1,38
1,48
1,46
1,37
1,32
1,41
1,32
1,43
1,41
1,36
1,44
1,30
1,36
1,41
1,34
1,44
1,46
1,36
1,33
1,35
1,35
1,49
1,47
1,44
1,40
1,49
1,47
1,39
1,39
1,47
1,43
1,42
1,45
1,33
1,43
1,40
1,39
1,41
1,33
1,35
1,39
1,44
1,46
1,29
1,36
1,46
1,40
1,31
1,31
1,47
1,32
1,31
1,33
1,31
1,33
1,32
1,34
1,42
1,39
1,42
1,49
1,40
1,30
1,31
1,32
1,33
1,48
1,41
1,38
1,40
1,39
1,25
1,43
1,33
1,42
1,36
1,37
1,42
1,35
1,49
1,36
1,45
1,35
1,36
1,46
1,33
1,41
1,38
1,45
1,42
1,38
1,42
1,37
1,34
1,35
1,35
1,34
1,38
1,39
1,39
1,43
1,34
1,37
1,43
1,31
1,45
1,47
1,40
1,31
1,31
1,43
1,39
1,29
1,29
1,32
1,37
1,39
1,39
1,42
1,34
1,37
1,30
1,30
1,34
1,32
1,41
1,47
1,34
1,35
1,38
1,40
1,37
1,43
1,49
1,29
1,38
1,36
1,38
1,43
1,40
1,38
1,32
1,33
1,34
1,34
1,34
1,35
1,41
1,44
1,38
1,36
1,37
1,44
1,40
1,43
1,46
1,38
1,46
1,49
1,43
1,45
1,29
1,30
1,38
1,36
1,43
1,37
1,35
1,37
1,48
1,43
1,36
1,40
1,45
1,45
1,40
1,41
1,37
1,45
1,33
1,36
1,35
1,37
1,45
1,36
1,47
1,33
1,40
1,46
1,35
1,46
1,38
1,36
1,40
1,38
1,43
1,36
1,36
1,31
1,45
1,42
1,48
1,43
1,41
1,41
1,38
1,45
1,39
1,37
1,38
1,36
1,37
1,33
1,39
1,42
1,33
1,37
1,37
1,33
1,38
1,42
1,32
1,45
1,40
1,33
1,34
1,34
1,38
1,40
1,46
1,45
1,37
1,36
1,33
1,35
1,42
1,46
1,39
1,50
1,50
1,60
1,50
1,64
1,59
1,51
1,51
1,52
1,62
1,55
1,49
1,55
1,50
1,52
1,50
1,52
1,50
1,52
1,53
1,55
1,53
1,53
1,58
1,52
1,50
1,59
1,55
1,66
1,51
1,59
1,57
1,54
1,52
1,51
1,57
1,56
1,53
1,58
1,50
1,56
1,61
1,57
1,50
1,50
1,50
1,51
1,52
1,49
1,48
1,52
1,65
1,54
1,53
1,56
1,53
1,57
1,54
1,55
1,54
1,58
1,67
2,27
2,29
2,26
2,28
2,30
2,30
2,35
2,24
2,25
2,28
2,22
2,33
2,28
2,30
2,33
2,21
2,22
2,22
2,22
2,23
2,27
2,24
2,23
2,22
2,23
2,23
2,21
2,22
2,22
2,22
2,22
2,22
2,24
2,24
2,24
2,24
2,30
2,23
2,23
2,23
2,23
2,23
2,24
2,24
2,24
2,23
2,22
2,24
2,22
2,23
2,23
2,22
2,22
2,25
2,25
2,29
2,24
2,22
2,23
2,23
2,23
2,24
2,24
2,24
2,24
2,24
2,24
2,24
2,25
2,24
2,26
2,26
2,25
2,25
2,25
2,24
2,25
2,22
2,24
2,25
2,22
2,22
2,22
2,22
2,22
2,22
2,23
2,22
2,23
2,24
2,23
2,24
2,24
2,24
2,25
2,25
2,25
2,26
2,26
2,25
2,24
2,25
2,23
2,24
2,24
2,24
2,25
2,25
2,25
2,25
2,25
2,25
2,22
2,23
2,23
2,23
2,25
2,25
2,25
2,23
2,24
2,24
2,25
2,24
2,25
2,25
2,24
2,24
2,25
2,24
2,24
2,26
2,25
2,25
2,26
2,27
2,27
2,27
2,26
2,26
2,25
2,26
2,26
2,27
2,27
2,27
2,27
2,27
2,27
2,27
2,26
2,26
2,26
2,27
2,31
2,24
2,24
2,23
2,24
2,24
2,27
2,28
2,28
2,24
2,25
2,25
2,25
2,25
2,26
2,26
2,28
2,28
2,27
2,27
2,27
2,27
2,27
2,28
2,30
2,28
2,27
2,29
2,26
2,26
2,27
2,28
2,27
2,27
2,30
2,30
2,27
2,28
2,29
2,26
2,27
2,26
2,26
2,26
2,27
2,27
2,29
2,29
2,29
2,29
2,31
2,29
2,28
2,28
2,28
2,28
2,26
2,26
2,26
2,29
2,29
2,31
2,28
2,29
2,31
2,29
2,29
2,29
2,29
2,28
2,28
2,29
2,29
2,28
2,27
2,28
2,29
1,29
2,28
2,45
2,27
2,28
2,28
2,25
2,26
2,30
2,24
2,26
2,33
2,30
2,22
2,23
2,25
2,22
2,25
2,26
2,26
2,22
2,23
2,24
2,32
2,30
2,27
2,39
2,33
2,46
2,35
2,35
2,39
2,40
2,40
2,49
2,41
2,34
2,38
2,36
2,38
2,36
2,34
2,37
2,31
2,38
2,42
2,37
2,37
2,39
2,27
2,29
2,47
2,43
2,33
2,41
2,37
2,36
2,29
2,33
2,34
2,46
2,31
2,33
2,37
2,33
2,34
2,30
2,31
2,32
2,32
2,33
2,32
2,33
2,34
2,34
2,35
2,46
2,39
2,37
2,41
2,41
2,47
2,41
2,38
2,44
2,40
2,34
2,46
2,36
2,44
2,31
2,32
2,32
2,33
2,34
2,36
2,39
2,41
2,40
2,37
2,37
2,45
2,40
2,36
2,41
2,42
2,45
2,49
2,48
2,29
2,30
2,30
2,39
2,39
2,25
2,25
2,29
2,33
2,31
2,31
2,32
2,32
2,36
2,39
2,39
2,36
2,38
2,48
2,29
2,29
2,37
2,36
2,36
2,30
2,30
2,31
2,32
2,32
2,33
2,31
2,34
2,34
2,35
2,39
2,40
2,44
2,45
2,43
2,46
2,38
2,41
2,48
2,41
2,41
2,42
2,49
2,36
2,42
2,38
2,36
2,43
2,33
2,35
2,39
2,27
2,48
2,39
2,26
2,28
2,33
2,46
2,31
2,42
2,38
2,36
2,28
2,31
2,41
2,44
2,40
2,33
2,35
2,48
2,40
2,44
2,38
2,42
2,43
2,40
2,46
2,37
2,29
2,32
2,31
2,33
2,36
2,49
2,48
2,46
2,41
2,48
2,47
2,36
2,30
2,39
2,47
2,36
2,38
2,33
2,47
2,47
2,43
2,49
2,33
2,38
2,31
2,46
2,31
2,33
2,36
2,47
2,38
2,39
2,38
2,33
2,44
2,45
2,31
2,35
2,45
2,32
2,44
2,39
2,30
2,30
2,31
2,32
2,34
2,39
2,38
2,39
2,39
2,43
2,47
2,33
2,43
2,38
2,44
2,46
2,36
2,45
2,37
2,36
2,35
2,30
2,32
2,43
2,44
2,46
2,40
2,37
2,43
2,38
2,29
2,44
2,32
2,44
2,30
2,29
2,46
2,46
2,36
2,44
2,30
2,35
2,35
2,33
2,33
2,33
2,32
2,39
2,41
2,38
2,35
